Número de registro;Comunidad autónoma;Provincia;Localidad;Denominación;Estado de la fosa;Tipo de fosa;Estado actual;Ubicación precisa
3647/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXIX;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3648/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XL;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3649/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
365/2009 BADA;Extremadura;Badajoz;Llerena;Fosa en el arroyo Romanzal;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;S
3650/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3651/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3652/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLIV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3653/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3654/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLVI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3655/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLVII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3656/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLVIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3657/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XLIX;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3658/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA L;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3659/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
366/2009 BADA;Extremadura;Badajoz;Calamonte;Cementerio de Calamonte II;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;7;S
3660/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LII;EXHUMADA TOTAL;MUERTOS EN COMBATE;4;N
3661/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3662/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LIV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3663/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3664/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LVI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3665/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LVII;TRASLADADA AL VALLE DE LOS CAÍDOS;DESCONOCIDO;4;N
3666/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LVIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3667/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LIX;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3668/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LX;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3669/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
367/2009 BADA;Extremadura;Badajoz;Villar del Rey;Fosa en la finca El Pedazo;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;N
3670/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3671/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3672/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXIV;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3673/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3674/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXVI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3675/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXVII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3676/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXVIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3677/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXIX;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3678/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXX;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3679/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
368/2009 CACE;Extremadura;Cáceres;Pozuelo de Zarzón;Fosa común en el cementerio civil de Pozuelo de Zarzón;EXHUMADA TOTAL;GUERRILLERA;4;N
3680/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3681/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3682/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXIV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3683/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXV;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3684/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXVI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3685/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXVII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3686/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXVIII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3687/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXIX;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3688/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXX;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3689/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXI;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
369/2009 CACE;Extremadura;Cáceres;Navas del Madroño;Fosas de Navas del Madroño;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES SUMARÍSIMAS;4;N
3690/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3691/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXIII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3692/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXIV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3693/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXV;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3694/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXVI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3695/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXVII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3696/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXVIII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3697/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA LXXXIX;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3698/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XC;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3699/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
37/2009 ASTU;Principado de Asturias;Asturias;Candamo;Fosa en el Cementerio de San Román;NO INTERVENIDA;MUERTOS EN COMBATE;1;N
370/2009 SEVI;Andalucía;Sevilla;Pilas;Fosa en el cementerio de Pilas;DESAPARECIDA;DESCONOCIDO;1;N
3700/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3701/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3702/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCIV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3703/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCV;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3704/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCVI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3705/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCVII;DESAPARECIDA;MUERTOS EN COMBATE;4;N
3706/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCVIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3707/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XCIX;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3708/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA C;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3709/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3710/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3711/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3712/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CIV;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3713/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CV;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3714/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CVI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3715/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CVII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3716/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CVIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3717/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CIX;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3718/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CX;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3719/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
372/2009 SEVI;Andalucía;Sevilla;Sanlúcar la Mayor;Fosa en el cementerio de Sanlúcar La Mayor;NO EXHUMADA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
3720/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3721/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3722/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXIV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3723/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXV;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3724/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXVI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3725/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXVII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3726/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXVIII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3727/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXIX;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3728/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXX;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3729/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
373/2009 SEVI;Andalucía;Sevilla;Umbrete;Fosa en el cementerio de Umbrete;NO EXHUMADA, PERO DIGNIFICADA;OTRO;11;N
3730/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3731/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3732/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXIV;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3733/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3734/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXVI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3735/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXVII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3736/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXVIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3737/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXIX;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3738/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXX;DIGNIFICADA;EJECUCIONES SUMARÍSIMAS;7;N
3739/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXI;TRASLADADA AL VALLE DE LOS CAÍDOS;DESCONOCIDO;4;N
374/2009 SEVI;Andalucía;Sevilla;Cañada Rosal;Fosa en el antiguo cementerio de Cañada Rosal;NO EXHUMADA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
3740/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXII;TRASLADADA AL VALLE DE LOS CAÍDOS;EJECUCIONES SUMARÍSIMAS;4;N
3741/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXIII;TRASLADADA AL VALLE DE LOS CAÍDOS;EJECUCIONES SUMARÍSIMAS;4;N
3742/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXIV;EXHUMADA TOTAL;MUERTOS EN COMBATE;4;N
3743/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXV;NO INTERVENIDA;MUERTOS EN COMBATE;8;N
3744/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXVI;DESAPARECIDA;MUERTOS EN COMBATE;4;N
3745/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXVII;EXHUMADA TOTAL;MUERTOS EN COMBATE;4;N
3746/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXVIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3747/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA CXXXIX;EXHUMADA TOTAL;MUERTOS EN COMBATE;4;N
3748/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA LA PALMA I;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3749/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA EL PALMAR I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
375/2009 SEVI;Andalucía;Sevilla;Ecija;Fosa en la finca 'La Rabia';NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
3750/2022 MURC;Región de Murcia;Murcia;Totana;FOSA PARETÓN I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3751/2022 MURC;Región de Murcia;Murcia;Pliego;FOSA PLIEGO I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3752/2022 MURC;Región de Murcia;Murcia;Pliego;FOSA PLIEGO II;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3753/2022 MURC;Región de Murcia;Murcia;Pliego;FOSA PLIEGO III;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3754/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA PUEBLA DE SOTO I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3755/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA POZO ESTRECHO I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3756/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA LA RAYA I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3757/2022 MURC;Región de Murcia;Murcia;Ricote;FOSA RICOTE I;Sin Estado;EJECUCIONES EXTRAJUDICIALES;-;N
3758/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA SANGONERA LA SECA I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3759/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN GINÉS DE LA JARA I;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
376/2009 BADA;Extremadura;Badajoz;Valle de la Serena;Fosas en el Valle de la Serena;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;4;N
3760/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA TORREAGÜERA I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3761/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA TORREAGÜERA II;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3762/2022 MURC;Región de Murcia;Murcia;Torres de Cotillas, Las;FOSA TORRES COTILLAS I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3763/2022 MURC;Región de Murcia;Murcia;Torres de Cotillas, Las;FOSA TORRES COTILLAS II;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3764/2022 MURC;Región de Murcia;Murcia;Totana;FOSA TOTANA I;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3765/2022 MURC;Región de Murcia;Murcia;Totana;FOSA TOTANA II;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;1;N
3766/2022 MURC;Región de Murcia;Murcia;Totana;FOSA TOTANA III;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3767/2022 MURC;Región de Murcia;Murcia;Totana;FOSA TOTANA IV;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;1;N
3768/2022 MURC;Región de Murcia;Murcia;Torre-Pacheco;FOSA TORRE PACHECO I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3769/2022 MURC;Región de Murcia;Murcia;Torre-Pacheco;FOSA TORRE PACHECO II;Sin Estado;OTRO;-;N
377/2009 BADA;Extremadura;Badajoz;Torremejía;Fosa común en el cementerio viejo de Torremejía;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
378/2009 BADA;Extremadura;Badajoz;Medina de las Torres;Fosa común en el cementerio de San Isidro;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
379/2009 BADA;Extremadura;Badajoz;Calamonte;Cementerio de Calamonte I;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;7;S
38/2009 ASTU;Principado de Asturias;Asturias;Candamo;Fosa en el Cementerio de Llamero;NO INTERVENIDA;MUERTOS EN COMBATE;1;N
380/2009 TOLE;Castilla-La Mancha;Toledo;Santa Olalla;Fosa en la Cuesta del Cono;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
381/2009 TOLE;Castilla-La Mancha;Toledo;Carpio de Tajo, El;Fosa en el Arenal;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
382/2009 TOLE;Castilla-La Mancha;Toledo;Carpio de Tajo, El;Fosa en el cementerio civil de El Carpio;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
383/2009 TOLE;Castilla-La Mancha;Toledo;Carpio de Tajo, El;Fosa en El Carpio;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
384/2009 SEVI;Andalucía;Sevilla;Luisiana, La;Fosa en la finca El Picate;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
385/2009 SEVI;Andalucía;Sevilla;Luisiana, La;Fosa en finca La Turquilla;NO INTERVENIDA;-;-;N
386/2009 SEVI;Andalucía;Sevilla;Luisiana, La;Fosa en finca El Alamillo;DESAPARECIDA;-;-;N
387/2009 TOLE;Castilla-La Mancha;Toledo;Carpio de Tajo, El;Fosa de los Malpiqueños;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
388/2009 SEVI;Andalucía;Sevilla;Coronil, El;Fosa en el Cementerio de El Coronil;NO INTERVENIDA;-;1;N
389/2009 SEVI;Andalucía;Sevilla;Cabezas de San Juan, Las;Fosa en el cementerio de Las Cabezas de San Juan;NO EXHUMADA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
39/2009 ASTU;Principado de Asturias;Asturias;Candamo;Fosa en la Cantera de San Tirso;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;11;N
390/2009 SEVI;Andalucía;Sevilla;Lebrija;Fosa en el cementerio de Lebrija;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
391/2009 SEVI;Andalucía;Sevilla;Molares, Los;Fosa en el cementerio de Los Molares;DESAPARECIDA;-;1;N
392/2009 TOLE;Castilla-La Mancha;Toledo;Santa Olalla;Fosa en el camino de San Antón;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
393/2009 SEVI;Andalucía;Sevilla;Palacios y Villafranca, Los;Fosa en el cementerio de Los Palacios y Villafranca;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
394/2009 TOLE;Castilla-La Mancha;Toledo;Carpio de Tajo, El;Fosa en el Camino Viejo de Talavera;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
395/2009 SEVI;Andalucía;Sevilla;Utrera;Fosa 1 en cementerio de Utrera;DESAPARECIDA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
396/2009 SEVI;Andalucía;Sevilla;Carmona;Fosa en el cementerio de Carmona;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);4;N
397/2009 SEVI;Andalucía;Sevilla;Viso del Alcor, El;Fosa en el Cementerio de El Viso de Alcor;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
398/2009 CUEN;Castilla-La Mancha;Cuenca;Uclés;Fosas de La Tahona-Monasterio de Uclés;EXHUMADA PARCIAL;OTRO;-;N
399/2009 CUEN;Castilla-La Mancha;Cuenca;Huete;Fosa en el cementrio municipal de Huete;NO INTERVENIDA;OTRO;-;N
4/2009 ASTU;Principado de Asturias;Asturias;Aller;Fosa en los alrededores de la estación de FEVE de Collazo;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
400/2009 CUEN;Castilla-La Mancha;Cuenca;Tarancón;Fosa del cementerio municipal de Tarancón;DESAPARECIDA;OTRO;-;N
401/2009 CUEN;Castilla-La Mancha;Cuenca;San Clemente;Fosa en el cementerio municipal de San Clemente;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
402/2009 CUEN;Castilla-La Mancha;Cuenca;Cañete;Fosa en la tapia del cementerio de Cañete;NO INTERVENIDA;GUERRILLERA;-;N
