Número de registro;Comunidad autónoma;Provincia;Localidad;Denominación;Estado de la fosa;Tipo de fosa;Estado actual;Ubicación precisa
3493/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XV;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3494/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XVI;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3495/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XVII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3496/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XVIII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3497/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XIX;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3498/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XX;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3499/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXI;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
35/2009 ASTU;Principado de Asturias;Asturias;Cabrales;Fosa de Pandiellu;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;10;N
350/2009 SEVI;Andalucía;Sevilla;Villanueva de San Juan;Fosa en el paraje Cortijo de Rafael Recio;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
3500/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3501/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXIII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3502/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXIV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3503/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3504/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXVI;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3505/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXVII;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3506/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXVIII;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3507/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXIX;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3508/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXX;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3509/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXI;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
351/2009 SEVI;Andalucía;Sevilla;Villanueva de San Juan;Fosa en el paraje Los Palancares;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
3510/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXII;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3511/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXIII;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3512/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXIV;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3513/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXV;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3514/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXVI;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3515/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXVII;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3516/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXVIII;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3517/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XXXIX;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3518/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XL;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3519/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XLI;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
352/2009 SEVI;Andalucía;Sevilla;Aznalcázar;Fosa en el depósito de agua de Aznalcázar;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
3520/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XLII;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3521/2022 MURC;Región de Murcia;Murcia;Cartagena;FOSA SAN ANTÓN CARTAGENA XLIII;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3522/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA ERA ALTA I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3523/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA ERA ALTA II;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3524/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA ERA ALTA III;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3525/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA ESPINARDO I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3526/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA EL ESPARRAGAL I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3527/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA EL ESPARRAGAL II;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3528/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA EL ESPARRAGAL III;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3529/2022 MURC;Región de Murcia;Murcia;Fortuna;FOSA FORTUNA I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
353/2009 SEVI;Andalucía;Sevilla;Benacazón;Fosa en el Cementerio de Benacazón;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
3530/2022 MURC;Región de Murcia;Murcia;Jumilla;FOSA JUMILLA I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3531/2022 MURC;Región de Murcia;Murcia;Jumilla;FOSA JUMILLA II;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3532/2022 MURC;Región de Murcia;Murcia;Jumilla;FOSA JUMILLA III;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3533/2022 MURC;Región de Murcia;Murcia;Jumilla;FOSA JUMILLA IV;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3534/2022 MURC;Región de Murcia;Murcia;Jumilla;FOSA JUMILLA V;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3535/2022 MURC;Región de Murcia;Murcia;Jumilla;FOSA JUMILLA VI;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;N
3536/2022 MURC;Región de Murcia;Murcia;Librilla;FOSA LIBRILLA I;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3537/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA I;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3538/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA II;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3539/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA III;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
354/2009 SEVI;Andalucía;Sevilla;Carrión de los Céspedes;Fosa en el cementerio de Carrión de los Céspedes;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
3540/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA IV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3541/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA V;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3542/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA VI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3543/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA VII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3544/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA VIII;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3545/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA IX;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3546/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA X;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3547/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XI;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3548/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XII;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3549/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XIII;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
355/2009 SEVI;Andalucía;Sevilla;Castilleja del Campo;Fosa en el Cementerio de Castilleja del Campo;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
3550/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XIV;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3551/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3552/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XVI;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3553/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XVII;Sin Estado;EJECUCIONES EXTRAJUDICIALES;-;N
3554/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XVIII;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;N
3555/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XIX;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3556/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XX;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3557/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXI;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3558/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3559/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXIII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
356/2009 SEVI;Andalucía;Sevilla;Castilleja del Campo;Fosa en el Cementerio de Castilleja del Campo;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
3560/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXIV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3561/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3562/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXVI;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3563/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXVII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3564/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXVIII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3565/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXIX;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3566/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXX;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3567/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXI;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3568/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3569/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXIII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
357/2009 SEVI;Andalucía;Sevilla;Castilleja del Campo;Fosa en una zona de eucaliptos;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
3570/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXIV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3571/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3572/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXVI;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3573/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXVII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3574/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXVIII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3575/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XXXIX;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3576/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XL;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3577/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XLI;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3578/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XLII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3579/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XLIII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
358/2009 SEVI;Andalucía;Sevilla;Huévar;Fosa en el Cementerio de Huévar;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
3580/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XLIV;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3581/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XLV;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3582/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XLVI;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3583/2022 MURC;Región de Murcia;Murcia;Lorca;FOSA LORCA XLVII;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3584/2022 MURC;Región de Murcia;Murcia;Unión, La;FOSA LA UNIÓN I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3585/2022 MURC;Región de Murcia;Murcia;Unión, La;FOSA LA UNIÓN II;EXHUMADA TOTAL;MUERTOS EN COMBATE;4;N
3586/2022 MURC;Región de Murcia;Murcia;Unión, La;FOSA LA UNIÓN III;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3587/2022 MURC;Región de Murcia;Murcia;Unión, La;FOSA LA UNIÓN IV;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3588/2022 MURC;Región de Murcia;Murcia;Mazarrón;FOSA MAZARRÓN I;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3589/2022 MURC;Región de Murcia;Murcia;Mazarrón;FOSA MAZARRÓN II;DIGNIFICADA;OTRO;7;N
359/2009 LEON;Castilla y León;León;Priaranza del Bierzo;Fosa de Priaranza del Bierzo;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
3590/2022 MURC;Región de Murcia;Murcia;Mazarrón;FOSA MAZARRÓN III;Sin Estado;ACCION BELICA DISTINTA (NO COMBATIENTES);-;N
3591/2022 MURC;Región de Murcia;Murcia;Molina de Segura;FOSA MOLINA DE SEGURA I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3592/2022 MURC;Región de Murcia;Murcia;Molina de Segura;FOSA MOLINA DE SEGURA II;Sin Estado;MUERTOS EN COMBATE;-;N
3593/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA I;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3594/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA II;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3595/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA III;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3596/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA IV;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3597/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA V;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3598/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA VI;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3599/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA VII;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
36/2009 ASTU;Principado de Asturias;Asturias;Candamo;Fosa en el Cementerio de Murias;NO INTERVENIDA;MUERTOS EN COMBATE;1;N
360/2009 SEVI;Andalucía;Sevilla;Olivares;Fosa en el cementerio de Olivares;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
3600/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA VIII;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3601/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA IX;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3602/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA X;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3603/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA XI;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3604/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA XII;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3605/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA XIII;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3606/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA XIV;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3607/2022 MURC;Región de Murcia;Murcia;Mula;FOSA MULA XV;DESAPARECIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3608/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA MURCIA DESCONOCIDA I;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3609/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA I;EXHUMADA TOTAL;MUERTOS EN COMBATE;4;N
361/2009 CANT;Cantabria;Cantabria;Reocín;Fosa de Caranceja-Reocín;DESAPARECIDA;MUERTOS EN COMBATE;-;N
3610/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA II;Sin Estado;MUERTOS EN COMBATE;-;N
3611/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA III;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3612/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA IV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3613/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA V;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3614/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA VI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3615/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA VII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3616/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA VIII;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3617/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA IX;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;N
3618/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA X;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3619/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
362/2009 BADA;Extremadura;Badajoz;Alburquerque;Fosa común de la mina Valdihuelo;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;N
3620/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3621/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3622/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XIV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3623/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3624/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XVI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3625/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XVII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3626/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XVIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3627/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XIX;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3628/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XX;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3629/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
363/2009 CANT;Cantabria;Cantabria;Castro-Urdiales;Fosa del Cementerio de Talledo-Castro Urdiales;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
3630/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3631/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3632/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXIV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3633/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXV;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3634/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXVI;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3635/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXVII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3636/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXVIII;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3637/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXIX;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3638/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXX;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;4;N
3639/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXI;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
364/2009 CANT;Cantabria;Cantabria;Medio Cudeyo;Fosa en el cementerio de Medio Cudeyo;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;1;N
3640/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3641/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXIII;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;4;N
3642/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXIV;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3643/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXV;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3644/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXVI;Sin Estado;MUERTOS EN CAUTIVIDAD/CUSTODIA;-;N
3645/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXVII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
3646/2022 MURC;Región de Murcia;Murcia;Murcia;FOSA NPJ MURCIA XXXVIII;Sin Estado;EJECUCIONES SUMARÍSIMAS;-;N
